daypk,pk,date,year,day,time,weekday_/_weekend?,precinct,street,section,side,no_of_cars,no_of_available_spaces,actual_spaces,total_spaces,no_of_permits,asd
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,8.0,3.0,11,12,0.0,1
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,14.0,17.0,31,33,0.0,2
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,3.0,0.0,3,3,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,8.0,7.0,15,16,0.0,1
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,7.0,1.0,8,8,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,4.0,0.0,4,4,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,11.0,2.0,13,12,0.0,-1
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,6.0,3.0,9,9,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,6.0,0.0,6,6,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,15.0,4.0,19,17,0.0,-2
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,9.0,3.0,12,12,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,9.0,1.0,10,10,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,7.0,1.0,8,8,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,27.0,0.0,27,27,0.0,0
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,10.0,3.0,13,14,0.0,1
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,9.0,3.0,12,11,0.0,-1
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,6.0,4.0,10,11,0.0,1
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,10.0,4.0,14,17,0.0,3
2015-1,642234,2015-08-18,2015,Weekday 1,17:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,6.0,1.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,4.0,0.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,6.0,5.0,11,12,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,11.0,22.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,3.0,0.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,3.0,13.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,2.0,6.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,0.0,4.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,3.0,9.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,2.0,6.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,4.0,2.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,16.0,1.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,9.0,3.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,6.0,0.0,6,10,0.0,4
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,6.0,0.0,6,8,0.0,2
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,23.0,4.0,27,27,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,11.0,2.0,13,14,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,6.0,6.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,10.0,0.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,8.0,9.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,08:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,5.0,1.0,6,7,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,4.0,0.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,5.0,7.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,12.0,21.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,3.0,0.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,5.0,11.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,7.0,1.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,1.0,3.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,6.0,6.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,2.0,6.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,5.0,1.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,17.0,0.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,11.0,1.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,9.0,1.0,10,10,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,23.0,4.0,27,27,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,13.0,0.0,13,14,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,5.0,7.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,10.0,0.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,10.0,6.0,16,17,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,09:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,6.0,1.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,3.0,1.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,11.0,0.0,11,12,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,29.0,4.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,2.0,1.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,8.0,8.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,6.0,2.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,1.0,3.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,12.0,0.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,5.0,3.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,6.0,0.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,17.0,0.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,12.0,1.0,13,12,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,10.0,0.0,10,10,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,25.0,0.0,25,27,0.0,2
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,12.0,2.0,14,14,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,12.0,0.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,7.0,3.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,10.0,0.0,10,17,0.0,7
2015-2,642235,2015-08-19,2015,Weekday 2,10:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,7.0,0.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,2.0,2.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,7.0,5.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,19.0,14.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,1.0,2.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,14.0,2.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,5.0,3.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,3.0,1.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,8.0,4.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,4.0,4.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,4.0,2.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,17.0,0.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,12.0,0.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,10.0,0.0,10,10,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,26.0,0.0,26,27,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,11.0,3.0,14,14,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,9.0,3.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,7.0,3.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,10.0,7.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,11:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,6.0,1.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,3.0,1.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,12.0,0.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,29.0,4.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,3.0,0.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,13.0,3.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,3.0,1.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,7.0,5.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,5.0,3.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,6.0,0.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,17.0,0.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,12.0,0.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,10.0,0.0,10,10,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,27.0,0.0,27,27,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,12.0,2.0,14,14,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,7.0,5.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,8.0,2.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,12.0,5.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,12:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,7.0,0.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,3.0,1.0,4,4,2.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,8.0,4.0,12,12,1.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,28.0,2.0,30,33,0.0,3
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,2.0,1.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,10.0,6.0,16,16,4.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,8.0,0.0,8,8,2.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,3.0,1.0,4,4,1.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,5.0,7.0,12,12,1.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,6.0,3.0,9,9,3.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,5.0,1.0,6,6,3.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,17.0,0.0,17,17,2.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,11.0,1.0,12,12,7.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,9.0,0.0,9,10,2.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,7.0,1.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,27.0,0.0,27,27,3.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,13.0,1.0,14,14,1.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,9.0,3.0,12,11,2.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,6.0,0.0,6,11,2.0,5
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,7.0,10.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,13:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,6.0,1.0,7,7,1.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,4.0,0.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,7.0,2.0,9,12,0.0,3
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,16.0,17.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,2.0,1.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,9.0,7.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,7.0,1.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,4.0,0.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,8.0,4.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,5.0,3.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,6.0,0.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,17.0,0.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,12.0,0.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,8.0,2.0,10,10,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,27.0,0.0,27,27,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,13.0,0.0,13,14,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,9.0,3.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,8.0,2.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,10.0,7.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,14:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,6.0,1.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,2.0,2.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,north,6.0,4.0,10,12,0.0,2
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Wellesley St West,Halsey St to Nelson St,south,9.0,24.0,33,33,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,south,2.0,1.0,3,3,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,west,7.0,9.0,16,16,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hobson St,Victoria St West to Wyndham St,west,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hobson St,Bradnor Ln to Wyndham St,west,4.0,0.0,4,4,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hobson St,Bradnor Ln to Fanshawe St,west,8.0,4.0,12,12,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hobson St,Swanson St to Wolfe St,east,5.0,3.0,8,9,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hobson St,Wellesley St West to Victoria St West,east,6.0,0.0,6,6,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Victoria St West,Halsey St to Nelson St,south,15.0,2.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Graham St,Victoria St West to Graham St,east,10.0,1.0,11,12,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Graham St,Hardinge St to Graham St,north,10.0,0.0,10,10,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Graham St,Hardinge St to Graham St,south,8.0,0.0,8,8,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Hardinge St,Victoria St West to Graham St,west,24.0,3.0,27,27,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Dock St,Victoria St West to the end of Dock St,west,13.0,1.0,14,14,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,west,12.0,0.0,12,11,0.0,-1
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Nelson St,Victoria St West to Wyndham St,east,8.0,2.0,10,11,0.0,1
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Nelson St,Wellesley St West to Victoria St West,west,10.0,7.0,17,17,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,15:00:00,weekday,6,Wyndham St,Hobson St to Nelson St,south,6.0,1.0,7,7,0.0,0
2015-2,642235,2015-08-19,2015,Weekday 2,16:00:00,weekday,6,Wellesley St West,Hobson St to Nelson St,north,2.0,2.0,4,4,0.0,0
